positive,negative,rating,comments,category
,"Preglasna muzika😟
Neudoban krevet jako🥴
Nema grejanje u kupatilu😵
Nema papuca🤭
Slaba komunikacija sa recepcijom🥴
Voda izvire sama od nekud u kupatilu 🥴🥴🥴",3," Preglasna muzika😟
Neudoban krevet jako🥴
Nema grejanje u kupatilu😵
Nema papuca🤭
Slaba komunikacija sa recepcijom🥴
Voda izvire sama od nekud u kupatilu 🥴🥴🥴",negativan
Gotovo nista.,"- WC solja je bila prljava i puna dlaka kada sam dosao. 
- Umesto bojlera, imaju neki grejac za vodu koji ne radi tako da tople vode i nema bas. 
- TV je minijaturan, gotovo da i ne moze da se vidi bilo sta na njemu sa kreveta. 
- Takodje, na sajtu pise da soba ima zvucnu izolaciju sto je apsolutno netacno - sve se cuje, od zveckanja kljuceva iz hodnika do ljudi koji se okupljaju u okolini hotela i deru se. Naravno, sve se cuje i izvan sobe. 
- Hotel se uvece zakljucava, a ljudi koji rade na recepciji nisu tu, vec morate da zovete broj i naravno da se neko nece javiti odmah ili doci istog trenutka, tako da smo se smrzavali 10 minuta ispred hotela nepotrebno (jer interfon ne radi). Ukoliko izadjete iz hotela i zaboravite telefon verovatno cete biti zarobljeni par sati ispred. 
- Cena je bar 3 puta veca nego sto soba stvarno vredi. Postoje mnogo bolje ponude u Leskovcu od ovog hotela, tako da, ako je moguce, najbolje je zaobici ovaj hotel potpuno.
- Soba je jako mala - cim udjete ispred vas je krevet sa jednim malim stolom na kom stoji jako mali monitor (TV).",3,"Gotovo nista. - WC solja je bila prljava i puna dlaka kada sam dosao. 
- Umesto bojlera, imaju neki grejac za vodu koji ne radi tako da tople vode i nema bas. 
- TV je minijaturan, gotovo da i ne moze da se vidi bilo sta na njemu sa kreveta. 
- Takodje, na sajtu pise da soba ima zvucnu izolaciju sto je apsolutno netacno - sve se cuje, od zveckanja kljuceva iz hodnika do ljudi koji se okupljaju u okolini hotela i deru se. Naravno, sve se cuje i izvan sobe. 
- Hotel se uvece zakljucava, a ljudi koji rade na recepciji nisu tu, vec morate da zovete broj i naravno da se neko nece javiti odmah ili doci istog trenutka, tako da smo se smrzavali 10 minuta ispred hotela nepotrebno (jer interfon ne radi). Ukoliko izadjete iz hotela i zaboravite telefon verovatno cete biti zarobljeni par sati ispred. 
- Cena je bar 3 puta veca nego sto soba stvarno vredi. Postoje mnogo bolje ponude u Leskovcu od ovog hotela, tako da, ako je moguce, najbolje je zaobici ovaj hotel potpuno.
- Soba je jako mala - cim udjete ispred vas je krevet sa jednim malim stolom na kom stoji jako mali monitor (TV).",negativan
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan
Nista,Sve,3,Nista Sve,negativan
Ništa !!!,"Objekat je ndgrađen iznad garažnih mesta, tako da se u sobi ulazi improvizovanim metalnim stepenicama i sa improvizovanom delu ispred sobe koj služi za kretanje i direktno se ulazi u sobi bez predsobla u kojoj postoji klima koja u hladnim danima nemože zagrejati sobu.
U ponidi se nudi apratman, međutim ne radi se o aprtmanu već o klasičnoj sobi gde sam ja boravio iznad garažnih mesta.
Vlasnik poseduje čvrst objekat  u istom krug (odvojen objekat zidani) koji prezentuje putem Bookinga ali poseduje i ovaj nadzidani objekat iznad garažnih mesta koji izdaje akao aprtmani!!!",1,"Ništa !!! Objekat je ndgrađen iznad garažnih mesta, tako da se u sobi ulazi improvizovanim metalnim stepenicama i sa improvizovanom delu ispred sobe koj služi za kretanje i direktno se ulazi u sobi bez predsobla u kojoj postoji klima koja u hladnim danima nemože zagrejati sobu.
U ponidi se nudi apratman, međutim ne radi se o aprtmanu već o klasičnoj sobi gde sam ja boravio iznad garažnih mesta.
Vlasnik poseduje čvrst objekat  u istom krug (odvojen objekat zidani) koji prezentuje putem Bookinga ali poseduje i ovaj nadzidani objekat iznad garažnih mesta koji izdaje akao aprtmani!!!",negativan
"Ništa,odnos katastrofa slali policijo na mene..",Ništa.,1,"Ništa,odnos katastrofa slali policijo na mene.. Ništa.",negativan
Uredno,"U prizemlju je sala za proslave.Nenormalna buka ,za odmoriti se i naspavati vikendom tesko.",3,"Uredno U prizemlju je sala za proslave.Nenormalna buka ,za odmoriti se i naspavati vikendom tesko.",negativan
,Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,2, Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,negativan
Nista,"Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",2,"Nista Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",negativan
Jedino što mi se dopalo je ljubaznost osoblja hotela i to je sve. Nadam se da su dovoljno plaćeni s'obzirom na to sa kakvim problemima se svakodnevno moraju boriti.,"Sve. Hotel se nalazi u užasnoj, staroj zgradi. Kreveti su stari i škripe kad se okreneš. Zidovi tanki, sve se čuje iz susednih soba. Užasno sparno i zagušljivo, a da izluftiraš ne možeš, jer kad otvoriš terasu, nema svežeg vazduha, jer je sve pod nekom plastikom i terasa gleda na jezive i prljave prostorije. U sobama je osvetljenje užasno. Zavese su postavljene tako, da dok spavate, može vas neko posmatrati iz tih prostorija, što se vidi iz priloženih fotografija.
Parking mesto smo sa dva mala deteta svakog dana tražili ne baš blizu hotela.
Našli su nam parking tek kada smo se bunili (za šta ne krivim osoblje, već vlasnika)
Sramota za uloženi novac.",1,"Jedino što mi se dopalo je ljubaznost osoblja hotela i to je sve. Nadam se da su dovoljno plaćeni s'obzirom na to sa kakvim problemima se svakodnevno moraju boriti. Sve. Hotel se nalazi u užasnoj, staroj zgradi. Kreveti su stari i škripe kad se okreneš. Zidovi tanki, sve se čuje iz susednih soba. Užasno sparno i zagušljivo, a da izluftiraš ne možeš, jer kad otvoriš terasu, nema svežeg vazduha, jer je sve pod nekom plastikom i terasa gleda na jezive i prljave prostorije. U sobama je osvetljenje užasno. Zavese su postavljene tako, da dok spavate, može vas neko posmatrati iz tih prostorija, što se vidi iz priloženih fotografija.
Parking mesto smo sa dva mala deteta svakog dana tražili ne baš blizu hotela.
Našli su nam parking tek kada smo se bunili (za šta ne krivim osoblje, već vlasnika)
Sramota za uloženi novac.",negativan
,"Sobarica mi je ukrala novac, trazio sam na recepciji da mi vrate kamere, rekli su da kamere u hodniku ne pokrivaju ulaz u moju sobu.
Strasno,vodite racuna!",1," Sobarica mi je ukrala novac, trazio sam na recepciji da mi vrate kamere, rekli su da kamere u hodniku ne pokrivaju ulaz u moju sobu.
Strasno,vodite racuna!",negativan
Lokacija objekta je super,"Neispravan bojler, nije bilo tople vode",3,"Lokacija objekta je super Neispravan bojler, nije bilo tople vode",negativan
Samo lokacija,Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,1,Samo lokacija Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,negativan
Dobra Lokacija. Ima svoj parking. Ljubazno osoblje,"Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",5,"Dobra Lokacija. Ima svoj parking. Ljubazno osoblje Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",neutralan
,"Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",5," Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",neutralan
Objekat je cist i relativno blizu centra. Dorucak je ok.,Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,4,Objekat je cist i relativno blizu centra. Dorucak je ok. Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,neutralan
Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima.,"Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",6,"Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima. Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",neutralan
Ljubaznost recepcionarke! Costa 5 ca,Buka velika buka....,5,Ljubaznost recepcionarke! Costa 5 ca Buka velika buka....,neutralan
"Lokacija je dobra, osoblje je ljubazno.",Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.,4,"Lokacija je dobra, osoblje je ljubazno. Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.",neutralan
Udoban ležaj. Ukusan doručak,"Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",5,"Udoban ležaj. Ukusan doručak Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",neutralan
"Sam smestaj kao kućica lep, dorucak super.","Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",5,"Sam smestaj kao kućica lep, dorucak super. Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",neutralan
"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska.","Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",4,"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska. Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",neutralan
Hrana u restoranu,"Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",6,"Hrana u restoranu Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",neutralan
"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno.","Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",6,"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno. Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",neutralan
"Jacuzzi, sadržaj sobe","Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",4,"Jacuzzi, sadržaj sobe Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",neutralan
"veličina sobe, zadovoljavajuća cistoca","mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",5,"veličina sobe, zadovoljavajuća cistoca mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",neutralan
Dorucak je bio solidan.,"Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",6,"Dorucak je bio solidan. Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",neutralan
"Lokacija, ljubazno osoblje, higijena objekta odlicna","Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",6,"Lokacija, ljubazno osoblje, higijena objekta odlicna Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",neutralan
Lokacija dobra. Domacin ljubazan i korektan.,Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,6,Lokacija dobra. Domacin ljubazan i korektan. Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,neutralan
"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima","Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",4,"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",neutralan
Osoblje hotela je bilo super 👍🏻.,"Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",5,"Osoblje hotela je bilo super 👍🏻. Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",neutralan
Lokacija mi se jako dopala,,6,Lokacija mi se jako dopala ,neutralan
,"Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",4," Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",neutralan
Parking i blizina centra.,Apartman se osećao na mačiju mokraću i bilo je bučno.,6,Parking i blizina centra. Apartman se osećao na mačiju mokraću i bilo je bučno.,neutralan
Prijatno osoblje izasli su u susret ranijem prijavljivanju,"Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",5,"Prijatno osoblje izasli su u susret ranijem prijavljivanju Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",neutralan
"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови.",,6,"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови. ",neutralan
,"Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",5," Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",neutralan
"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija.","U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",5,"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija. U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",neutralan
"Interesantna lokacija, rustičnim stil, dovoljno prostora","Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",5,"Interesantna lokacija, rustičnim stil, dovoljno prostora Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",neutralan
"Higijena,lokacija","Suvise mala soba i kupatilo,skuceno",5,"Higijena,lokacija Suvise mala soba i kupatilo,skuceno",neutralan
Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo.,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,5,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,neutralan
"Dobra lokacija, čisto.","Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",5,"Dobra lokacija, čisto. Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",neutralan
,"Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",5," Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",neutralan
Doručak i lokacija odlicni.,U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,6,Doručak i lokacija odlicni. U hotelu nije bilo grejanja. Tek posle više urgencija je uključeno. To je pokvarilo celu sliku hotela i usluge . Prenoćište smo platili u punoj ceni uprkos čekanja na grejanje u ledenoj sobi . Iskusni menadžeri bi taj propust morali da kompenzuju bar simbolični popustom,neutralan
Ljubaznost osoblja.,"Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",5,"Ljubaznost osoblja. Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",neutralan
,"Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",5," Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",neutralan
"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno",Soba u kojoj je jedan prozor samo mogao da se otvori na kant,5,"Osoblje ljubazno,doručak odličan kao i lokacija,čisto i uredno Soba u kojoj je jedan prozor samo mogao da se otvori na kant",neutralan
"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta.","Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",4,"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta. Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",neutralan
Ljubazna recepcionarka.Dorucak solidan.Parking za auto.,"Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",5,"Ljubazna recepcionarka.Dorucak solidan.Parking za auto. Velika buka u smestajnoj jedinici,nema interneta nije bilo ni televizije los spa centar.",neutralan
"Dizajn, higijena","Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",6,"Dizajn, higijena Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",neutralan
Локација,"Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",5,"Локација Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",neutralan
,"Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",5," Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",neutralan
Lokacija super!,"U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",5,"Lokacija super! U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",neutralan
