positive,negative,rating,comments,category
Lokacija,"Stepeniste nije bezbedno,cak sta vise rizicno...jastuci isuvise tvrdi,visoki...dusek neudoban.Grejanje je na klimu,neprimereno zimskom periodu,kupatilo hladno bez grejanja.",2,"Lokacija Stepeniste nije bezbedno,cak sta vise rizicno...jastuci isuvise tvrdi,visoki...dusek neudoban.Grejanje je na klimu,neprimereno zimskom periodu,kupatilo hladno bez grejanja.",negativan
Skoro nista,Mnogo toga ( odlucite se hotel ili bucna diskoteka ),1,Skoro nista Mnogo toga ( odlucite se hotel ili bucna diskoteka ),negativan
,"Preglasna muzika😟
Neudoban krevet jako🥴
Nema grejanje u kupatilu😵
Nema papuca🤭
Slaba komunikacija sa recepcijom🥴
Voda izvire sama od nekud u kupatilu 🥴🥴🥴",3," Preglasna muzika😟
Neudoban krevet jako🥴
Nema grejanje u kupatilu😵
Nema papuca🤭
Slaba komunikacija sa recepcijom🥴
Voda izvire sama od nekud u kupatilu 🥴🥴🥴",negativan
"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar.",Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.,2,"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar. Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.",negativan
Jako mi se dopala lokacija i sve je na 10 minuta.,"Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",3,"Jako mi se dopala lokacija i sve je na 10 minuta. Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",negativan
Lokacija,"Hladan, prljav",2,"Lokacija Hladan, prljav",negativan
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan
"Nista,nisam bio u tom objektu.Prebacili nas u drugi objekat!",Kao nije radilo grejanje u toj sobi.Prebacili nas u drugi objekat koji je jeftiniji 20e a uzeli nam 50e.Sramota.,1,"Nista,nisam bio u tom objektu.Prebacili nas u drugi objekat! Kao nije radilo grejanje u toj sobi.Prebacili nas u drugi objekat koji je jeftiniji 20e a uzeli nam 50e.Sramota.",negativan
"Apartman , cist i uredan , sve pohvale ..",Parking ! Kao prvo nije bezbjedan . Insistiraju da se parkirarate skroz do zida .. zaposlena nas je bukvalno maltretirala i vracala 3 puta da auto bude skroz do zida kako je ona zamislila . Pritom  umalo smo ostetili auto .. jer je parking u suterenu i ni malo nije bezbjedan ..,3,"Apartman , cist i uredan , sve pohvale .. Parking ! Kao prvo nije bezbjedan . Insistiraju da se parkirarate skroz do zida .. zaposlena nas je bukvalno maltretirala i vracala 3 puta da auto bude skroz do zida kako je ona zamislila . Pritom  umalo smo ostetili auto .. jer je parking u suterenu i ni malo nije bezbjedan ..",negativan
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan
Samo lokacija,Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,1,Samo lokacija Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,negativan
Dobra je lokacija.,"Apartman uopšte ne izgleda kao na slici, imala sam osećaj da boravim u malo bolje sredjenoj supi. Naplaćena je veca cena nego ona koja je ugovorena preko bukinga
, za vreme boravka wifi je radio samo jedan dan.",2,"Dobra je lokacija. Apartman uopšte ne izgleda kao na slici, imala sam osećaj da boravim u malo bolje sredjenoj supi. Naplaćena je veca cena nego ona koja je ugovorena preko bukinga
, za vreme boravka wifi je radio samo jedan dan.",negativan
Pub.,Sve ostalo.,1,Pub. Sve ostalo.,negativan
Dobra lokacija.,"Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",3,"Dobra lokacija. Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",negativan
Lokacija je dobra.,"Naprosto, nema prostora ni za kakav komfor.
U redu je da soba bude mala, i da uglavnom tu krevet ima najvažniju ulogu, ali da nema gde korak da se napravi, malo je nerealan prostor za hotelsku sobu.
Lokacija je dobra, kao i ostale sobe pretpostavljam.
Soba u kojoj smo boravili, nema apsolutno nikakav predmet gde bi bilo šta moglo da se spusti. Zapravo u istoj i nema mesta ni za kakvu stolicu, ili bilo kakv sto.
Ako je jedina opcija ostaviti lične stvari, piće, hranu ili šta god na pod, to je više nego nekorektno prema gostima. Na slikama definitivno nije realna slika sobe.",3,"Lokacija je dobra. Naprosto, nema prostora ni za kakav komfor.
U redu je da soba bude mala, i da uglavnom tu krevet ima najvažniju ulogu, ali da nema gde korak da se napravi, malo je nerealan prostor za hotelsku sobu.
Lokacija je dobra, kao i ostale sobe pretpostavljam.
Soba u kojoj smo boravili, nema apsolutno nikakav predmet gde bi bilo šta moglo da se spusti. Zapravo u istoj i nema mesta ni za kakvu stolicu, ili bilo kakv sto.
Ako je jedina opcija ostaviti lične stvari, piće, hranu ili šta god na pod, to je više nego nekorektno prema gostima. Na slikama definitivno nije realna slika sobe.",negativan
,"Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",3," Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",negativan
Nista,Sve,3,Nista Sve,negativan
,"Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",3," Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",negativan
,"Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",4," Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",neutralan
,"Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",4," Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",neutralan
,U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,4, U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,neutralan
,"Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",5," Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",neutralan
sve je super lokacija osoblje higijena,"bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",6,"sve je super lokacija osoblje higijena bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",neutralan
"veličina sobe, zadovoljavajuća cistoca","mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",5,"veličina sobe, zadovoljavajuća cistoca mislim da je potpuno bzvz da se naplaćuje  parking (ok, odluka hotela a 20m dalje slobodan parking), zameseteljstvo sa plaćanjem karticom  (bespotrebno rezervacija sredstava na karticu i gubitak vremena i razna potpisivanja), struktura gostiju...hmmm, možda najveći razlog za zaobići hotel",neutralan
Udobno i na dobroj lokaciji.,Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,6,Udobno i na dobroj lokaciji. Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,neutralan
"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra",Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo,6,"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo",neutralan
Blizina centra grada,Parking je bio udaljen od smestaja nije bilo provetreno,4,Blizina centra grada Parking je bio udaljen od smestaja nije bilo provetreno,neutralan
Lokacija mi se jako dopala,,6,Lokacija mi se jako dopala ,neutralan
Osoblje je ljubazno i objekat je čist!,"Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",6,"Osoblje je ljubazno i objekat je čist! Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",neutralan
Lokacija i osoblje,Higijena,6,Lokacija i osoblje Higijena,neutralan
,"Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",6," Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",neutralan
Prijatno osoblje izasli su u susret ranijem prijavljivanju,"Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",5,"Prijatno osoblje izasli su u susret ranijem prijavljivanju Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",neutralan
"Lokacija je odlicna,sam centar.","Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",4,"Lokacija je odlicna,sam centar. Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",neutralan
Dobra lokacija.,"Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",6,"Dobra lokacija. Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",neutralan
Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo.,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,5,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,neutralan
,Veliki broj migranata,5, Veliki broj migranata,neutralan
,"Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",5," Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",neutralan
Lokacija odlicna,"Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",4,"Lokacija odlicna Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",neutralan
"Jacuzzi, sadržaj sobe","Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",4,"Jacuzzi, sadržaj sobe Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",neutralan
,"Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",5," Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",neutralan
"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje.","Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",6,"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje. Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",neutralan
Dopala mi se samo lokacija jer je u centru grada.,"Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",4,"Dopala mi se samo lokacija jer je u centru grada. Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",neutralan
"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom.","1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",6,"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom. 1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",neutralan
Sacekala me voda u frizideru obicna i kisela😊,Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,6,Sacekala me voda u frizideru obicna i kisela😊 Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,neutralan
Hrana u restoranu,"Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",6,"Hrana u restoranu Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",neutralan
Ljubaznost recepcionarke! Costa 5 ca,Buka velika buka....,5,Ljubaznost recepcionarke! Costa 5 ca Buka velika buka....,neutralan
"Higijena,lokacija","Suvise mala soba i kupatilo,skuceno",5,"Higijena,lokacija Suvise mala soba i kupatilo,skuceno",neutralan
Локација,"Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",5,"Локација Ужасна климатизација. Душек пропао, ""100"" година стар, чаршави кратки, јастуци као камен..",neutralan
Ljubaznost osoblja.,"Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",5,"Ljubaznost osoblja. Postojeći klima uređaj nije bio u stanju da zagreje ceo stan, tako da smo se smrzli.",neutralan
Objekat je cist i relativno blizu centra. Dorucak je ok.,Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,4,Objekat je cist i relativno blizu centra. Dorucak je ok. Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,neutralan
"Dizajn, higijena","Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",6,"Dizajn, higijena Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",neutralan
"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima","Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",4,"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",neutralan
"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno.","Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",6,"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno. Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",neutralan
,"Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",5," Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",neutralan
,"Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",5," Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",neutralan
Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou.,"Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",4,"Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou. Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",neutralan
Udobnost kreveta,"Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",5,"Udobnost kreveta Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",neutralan
