positive,negative,rating,comments,category
,"Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",1," Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",negativan
,Higijena u spa centru i bazenu je ocajna. Imam utisak da nije cisceno mesecima. U hidromasaznoj kadi je talas stroke i prljavstine na obodu i niko od osoblja ne obraca paznju na to.,3, Higijena u spa centru i bazenu je ocajna. Imam utisak da nije cisceno mesecima. U hidromasaznoj kadi je talas stroke i prljavstine na obodu i niko od osoblja ne obraca paznju na to.,negativan
"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana!","To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",3,"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana! To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",negativan
"Hotel je izuzetno cist i nov,ali smo pisle pevog obroka u restoranu hotela dobili trovanje,tako da smo ga odmah sutra dan napustili!!!",Hrana,1,"Hotel je izuzetno cist i nov,ali smo pisle pevog obroka u restoranu hotela dobili trovanje,tako da smo ga odmah sutra dan napustili!!! Hrana",negativan
"Spolja gladac, a iznutra jadac!",Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.,1,"Spolja gladac, a iznutra jadac! Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.",negativan
,"Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",3," Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",negativan
Devojke koje rade na recepciji su bile ljubazne.,"Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",2,"Devojke koje rade na recepciji su bile ljubazne. Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",negativan
Lokacija objekta je super,"Neispravan bojler, nije bilo tople vode",3,"Lokacija objekta je super Neispravan bojler, nije bilo tople vode",negativan
Lokacija izvanredna,"Kosi krovovi koji onemogućavaju normalno obavljanje male nužde , leganje i ustajanje iz francuskog kreveta. Položaj tv takav da se ne može gledati ni sa jednog od četiri krevets u apartmanu",3,"Lokacija izvanredna Kosi krovovi koji onemogućavaju normalno obavljanje male nužde , leganje i ustajanje iz francuskog kreveta. Položaj tv takav da se ne može gledati ni sa jednog od četiri krevets u apartmanu",negativan
Osoblje je uzasno ne preporucijemo nikome iskreno,Cena pise jedna a kad odes na recepciji sasvim druga,1,Osoblje je uzasno ne preporucijemo nikome iskreno Cena pise jedna a kad odes na recepciji sasvim druga,negativan
Ništa !!!,"Objekat je ndgrađen iznad garažnih mesta, tako da se u sobi ulazi improvizovanim metalnim stepenicama i sa improvizovanom delu ispred sobe koj služi za kretanje i direktno se ulazi u sobi bez predsobla u kojoj postoji klima koja u hladnim danima nemože zagrejati sobu.
U ponidi se nudi apratman, međutim ne radi se o aprtmanu već o klasičnoj sobi gde sam ja boravio iznad garažnih mesta.
Vlasnik poseduje čvrst objekat  u istom krug (odvojen objekat zidani) koji prezentuje putem Bookinga ali poseduje i ovaj nadzidani objekat iznad garažnih mesta koji izdaje akao aprtmani!!!",1,"Ništa !!! Objekat je ndgrađen iznad garažnih mesta, tako da se u sobi ulazi improvizovanim metalnim stepenicama i sa improvizovanom delu ispred sobe koj služi za kretanje i direktno se ulazi u sobi bez predsobla u kojoj postoji klima koja u hladnim danima nemože zagrejati sobu.
U ponidi se nudi apratman, međutim ne radi se o aprtmanu već o klasičnoj sobi gde sam ja boravio iznad garažnih mesta.
Vlasnik poseduje čvrst objekat  u istom krug (odvojen objekat zidani) koji prezentuje putem Bookinga ali poseduje i ovaj nadzidani objekat iznad garažnih mesta koji izdaje akao aprtmani!!!",negativan
,Nije imalo uopste grejanje,3, Nije imalo uopste grejanje,negativan
Jako mi se dopala lokacija i sve je na 10 minuta.,"Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",3,"Jako mi se dopala lokacija i sve je na 10 minuta. Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",negativan
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan
Lokacija,"Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",2,"Lokacija Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",negativan
Lokacija je ok,"Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",3,"Lokacija je ok Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",negativan
-,"""The Only One Suites"" - neprofesionalni i krajnje neozbiljni.
Najavljeno vrijeme dolaska i potvrđeno tečefonskim pozivom i mail-om.
Po dolasku na recepciju, recepcionar je saopštio da je ""izgubio"" ključ od apartmana i da ne može da nas primi, . Sve se to odigralo u 23:10h. On lagano to saopštava i kaže: ""Eto imate niže niz ulicu pa probajte.""",1,"- ""The Only One Suites"" - neprofesionalni i krajnje neozbiljni.
Najavljeno vrijeme dolaska i potvrđeno tečefonskim pozivom i mail-om.
Po dolasku na recepciju, recepcionar je saopštio da je ""izgubio"" ključ od apartmana i da ne može da nas primi, . Sve se to odigralo u 23:10h. On lagano to saopštava i kaže: ""Eto imate niže niz ulicu pa probajte.""",negativan
,"Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",3," Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",negativan
Lokacija je dobra.,"Naprosto, nema prostora ni za kakav komfor.
U redu je da soba bude mala, i da uglavnom tu krevet ima najvažniju ulogu, ali da nema gde korak da se napravi, malo je nerealan prostor za hotelsku sobu.
Lokacija je dobra, kao i ostale sobe pretpostavljam.
Soba u kojoj smo boravili, nema apsolutno nikakav predmet gde bi bilo šta moglo da se spusti. Zapravo u istoj i nema mesta ni za kakvu stolicu, ili bilo kakv sto.
Ako je jedina opcija ostaviti lične stvari, piće, hranu ili šta god na pod, to je više nego nekorektno prema gostima. Na slikama definitivno nije realna slika sobe.",3,"Lokacija je dobra. Naprosto, nema prostora ni za kakav komfor.
U redu je da soba bude mala, i da uglavnom tu krevet ima najvažniju ulogu, ali da nema gde korak da se napravi, malo je nerealan prostor za hotelsku sobu.
Lokacija je dobra, kao i ostale sobe pretpostavljam.
Soba u kojoj smo boravili, nema apsolutno nikakav predmet gde bi bilo šta moglo da se spusti. Zapravo u istoj i nema mesta ni za kakvu stolicu, ili bilo kakv sto.
Ako je jedina opcija ostaviti lične stvari, piće, hranu ili šta god na pod, to je više nego nekorektno prema gostima. Na slikama definitivno nije realna slika sobe.",negativan
Dobra je lokacija.,"Apartman uopšte ne izgleda kao na slici, imala sam osećaj da boravim u malo bolje sredjenoj supi. Naplaćena je veca cena nego ona koja je ugovorena preko bukinga
, za vreme boravka wifi je radio samo jedan dan.",2,"Dobra je lokacija. Apartman uopšte ne izgleda kao na slici, imala sam osećaj da boravim u malo bolje sredjenoj supi. Naplaćena je veca cena nego ona koja je ugovorena preko bukinga
, za vreme boravka wifi je radio samo jedan dan.",negativan
Samo lokacija,Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,1,Samo lokacija Ništa...soba je mnogo prljava...zavese više po coskovima prljavština i budž...soba mnogo smrdi ...bila sam 5 dana niko ne menja posteljinu i peskire a smece sam moras bacati....uzas.stalno je jako glasno ....nema sanse da se odmori,negativan
,"Grejanje pomoću klime i grejalice. Prozori su stari, u kupatilu nisu mogli da se zatvore.",2," Grejanje pomoću klime i grejalice. Prozori su stari, u kupatilu nisu mogli da se zatvore.",negativan
"Nista, smestaj je mali, neadekvatan slikama na bookingu, higijena uzasna.Ne bih preporucio nikome.",Slike neodfovaraju realnosti. Economy soba je obicna šupa u kojoj je nemoguce funkcionisati. Osoblje neljunazno.,1,"Nista, smestaj je mali, neadekvatan slikama na bookingu, higijena uzasna.Ne bih preporucio nikome. Slike neodfovaraju realnosti. Economy soba je obicna šupa u kojoj je nemoguce funkcionisati. Osoblje neljunazno.",negativan
"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom.","1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",6,"Lokacija, velicina apartmana, enterijer je ok, ali ne i u skladu sa cenom. 1. Cistoca - povedite racuna o cistoci kupatila
2. zaposlena je naplatila boravisnu taksu samo zato sto ne zna a ocita licnu kartu - misli da je ocitavanje isto sto i skeniranje, ne zna za pojam ""ocitati licnu kartu"" (adresa sa cipa je iz Beograda i taksa nije podlozna placanju samim tim, pa je imala komentar ""jel vam skupo da platite taksu"" - nije poenta u ceni vec poznavanju rada i ljubaznosti)
3. Naplata paodrkinga od 10e od uvece do ujutru je neprihvatljiva, narocito sto nije parking u garazi vec je auto bio izlozen na suncu
4. Cena vs kvalitet usluge nije relevantna",neutralan
"Interesantna lokacija, rustičnim stil, dovoljno prostora","Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",5,"Interesantna lokacija, rustičnim stil, dovoljno prostora Paučina, prašina, neudoban dušek. Tokom noći nije bilo vode.",neutralan
Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo.,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,5,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,neutralan
Sacekala me voda u frizideru obicna i kisela😊,Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,6,Sacekala me voda u frizideru obicna i kisela😊 Mali apartman i buka jer je ulica i semafor odma ispod prozora😏,neutralan
sve je super lokacija osoblje higijena,"bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",6,"sve je super lokacija osoblje higijena bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",neutralan
Zgrada u kojoj je apartman je nova i pristojno izgleda.,"Prilaz objektu je sa neobeleženog makadamskig puta, prašnjavog ili blatnjavog u dužini od 500+ metara. Apartman koji smo rezervisali na bookingu nije na slikama isti, ponuđen nam je smeštaj uz doplatu u drugom apartmanu.",5,"Zgrada u kojoj je apartman je nova i pristojno izgleda. Prilaz objektu je sa neobeleženog makadamskig puta, prašnjavog ili blatnjavog u dužini od 500+ metara. Apartman koji smo rezervisali na bookingu nije na slikama isti, ponuđen nam je smeštaj uz doplatu u drugom apartmanu.",neutralan
"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska.","Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",4,"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska. Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",neutralan
"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima","Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",4,"Lokacija,udobnost ,izuzetnno dobar odnos  osoblja prema gostima Malo peškira ,pojedini delovi sobe i kupatila  nisu bili čisti",neutralan
,"Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",4," Nije bilo tople vode ni uveče a ni ujutru. Rekao bih i da su smanjeni normativi kada je doručak u pitanju.
Sve to se naravno nije odrazilo na cenu u znak razumevanja.",neutralan
Higijena i dorucak su dobri.,"Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",5,"Higijena i dorucak su dobri. Ispod sobe u kojoj sam boravila nalazi se uredjaj od ventilacije kuhinje koji je neprestano brujao i po danu i po noci. Obavjestila sam recepciju i rekli su da ce noću da ugase ali nisu ni jednu od 3 noći koje sam provela. Uglavnom cu pamtiti boravak po neprospavanim noćima.
Hotel ima dosta prednosti ali ovakvi propusti nisu korektni za novac koji sam platila.",neutralan
"Lokacija hotela je odlicna.
Restoran u sklopu hotela je dobar.","U ovom hotelu odsedamo vec 3 god.
Kad god smo u Bg-u,odsedamo tamo.
Prvo smo preko booking-a dobili upgrade za apartman po ceni sobe.Samo sat vremena kasnije stize poruka da cemo ipak biti u sobi iz tehnickih razloga🤨.
Soba u kojoj smo bili smesteni je kao i sve ostale sobe u hotelu,ali kupatilo je katastrofalno.
Budj u tus kabini,na plocicama…bas,bas grozno.Lampa ne radi jer nema sijalicu,daljinski sam nosila na recepciju da mi zamene baterije.
Da ne komentarisem proslave koje se organizuju svakog vikenda pa nemas mesta za parkiranje,a muzika ispod tebe bije do ponoci,tako da ako ste za vikend krenuli da slucajno odmorite,preskocite ovaj hotel.",6,"Lokacija hotela je odlicna.
Restoran u sklopu hotela je dobar. U ovom hotelu odsedamo vec 3 god.
Kad god smo u Bg-u,odsedamo tamo.
Prvo smo preko booking-a dobili upgrade za apartman po ceni sobe.Samo sat vremena kasnije stize poruka da cemo ipak biti u sobi iz tehnickih razloga🤨.
Soba u kojoj smo bili smesteni je kao i sve ostale sobe u hotelu,ali kupatilo je katastrofalno.
Budj u tus kabini,na plocicama…bas,bas grozno.Lampa ne radi jer nema sijalicu,daljinski sam nosila na recepciju da mi zamene baterije.
Da ne komentarisem proslave koje se organizuju svakog vikenda pa nemas mesta za parkiranje,a muzika ispod tebe bije do ponoci,tako da ako ste za vikend krenuli da slucajno odmorite,preskocite ovaj hotel.",neutralan
Udoban ležaj. Ukusan doručak,"Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",5,"Udoban ležaj. Ukusan doručak Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",neutralan
"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija.","U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",5,"Jako lep koncept, bašta, atmosfera među ljudima koji su tu. Zaposleni su prijatni. Dobar enterijer, dobra lokacija. U zamrzivacu nije bilo ni leda, stan je generalno bio loše očišćen, dosta svetala nije radilo ili su trepetale na izmaku.

Zavese u dnevnoj imaju velike rupe u sebi, sa ulaza smo videli ostatke proslih gostiju po podovima.

Cena (koja je klasična za tržište i lokaciju koju nudi) mora da pokrije da apartman bude očuvan i čist.",neutralan
,"Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",5," Osoblje je ljubazno. Lokacija ok. Apartman je veoma prostran, ali mu nedostaje krecenje i ciscenje garniture za sedenje. U jednoj sobi nema grejanja i nemoguce je da sve svi istursiraju odjednom, jer nema dovoljno tople vode.",neutralan
,U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,4, U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,neutralan
"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima","parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",4,"Samo lokacija, lakoca pronalazenja, fina okolina i ulica u kojoj se objekat nalazi, zgrada podnosljivog kvaliteta, lakoca manipulacije sa kljucevima parking jako komplikovan, cistoca na ne bas zavidnom nivou, kupatilo pohabano, uticnica za klimu polomljena i nemoguce je ukljuciti. Lavabo zapusen i zadrzava vodu, WC solja jako niska, daska rasklimatana",neutralan
"одлична локација, помоћ око паркинга","неоодговарајуће гријање (пропуст), није радио ТВ (вјероватно техничка грешка па не могу да замјерим)",4,"одлична локација, помоћ око паркинга неоодговарајуће гријање (пропуст), није радио ТВ (вјероватно техничка грешка па не могу да замјерим)",neutralan
Lokacija,"Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",6,"Lokacija Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",neutralan
,"Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",5," Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",neutralan
Udobnost kreveta,"Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",5,"Udobnost kreveta Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",neutralan
Bilo je čisto,"Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",5,"Bilo je čisto Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",neutralan
,"Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",5," Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",neutralan
